dataset,seed,strategy,cache_hit_rate,false_hit,counterexample_detected,runtime_overhead_ms
ordering_v1,43,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,43,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,47,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,47,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,59,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,59,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,81,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,81,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
ordering_v1,101,normalized_ast_hash,0.9,0,0,10.0
ordering_v1,101,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,3,normalized_ast_hash,0.9,0,0,10.0
counting_v1,3,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.9,0,0,10.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.9,0,0,10.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.9,0,0,10.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.9,0,0,10.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.9,0,0,10.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.9,0,0,10.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.9,0,0,10.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.9,0,0,10.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.9,0,0,10.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.9,0,0,10.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.9,0,0,10.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.9,0,0,10.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.9,0,0,10.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.9,0,0,10.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.9,0,0,10.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.9,0,0,10.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.9,0,0,10.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.4,0,0,20.0
counting_v1,5,normalized_ast_hash,0.9,0,0,10.0
